tick,segment,input,x,delta_x,stride_distance,phase,action,facing,gait,velocity_x,speed_ratio
0,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
1,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
2,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
3,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
4,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
5,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
6,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
7,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
8,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
9,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
10,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
11,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
12,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
13,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
14,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
15,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
16,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
17,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
18,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
19,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
20,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
21,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
22,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
23,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
24,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
25,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
26,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
27,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
28,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
29,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
30,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
31,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
32,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
33,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
34,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
35,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
36,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
37,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
38,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
39,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
40,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
41,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
42,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
43,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
44,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
45,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
46,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
47,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
48,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
49,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
50,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
51,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
52,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
53,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
54,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
55,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
56,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
57,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
58,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
59,IDLE,0,700,0,0,0,Idle,Right,Run,0,0
60,START / RUN RIGHT,1,700.9167,0.916687,0.916687,0.0033701728,Walk,Right,Run,55.000004,0.12087913
61,START / RUN RIGHT,1,702.75,1.833313,2.75,0.010110294,Walk,Right,Run,110.00001,0.24175826
62,START / RUN RIGHT,1,705.5,2.75,5.5,0.020220589,Walk,Right,Run,165.00002,0.3626374
63,START / RUN RIGHT,1,709.1667,3.666687,9.166687,0.033701055,Walk,Right,Run,220.00002,0.4835165
64,START / RUN RIGHT,1,713.75,4.583313,13.75,0.05055147,Walk,Right,Run,275.00003,0.6043957
65,START / RUN RIGHT,1,719.25,5.5,19.25,0.07077206,Walk,Right,Run,330.00003,0.7252748
66,START / RUN RIGHT,1,725.6667,6.416687,25.666687,0.09436282,Walk,Right,Run,385.00003,0.8461539
67,START / RUN RIGHT,1,733,7.333313,33,0.121323526,Walk,Right,Run,440.00003,0.967033
68,START / RUN RIGHT,1,740.5833,7.583313,40.583313,0.14920336,Walk,Right,Run,455,1
69,START / RUN RIGHT,1,748.1666,7.583313,48.166626,0.17708318,Walk,Right,Run,455,1
70,START / RUN RIGHT,1,755.74994,7.583313,55.74994,0.20496301,Walk,Right,Run,455,1
71,START / RUN RIGHT,1,763.33325,7.583313,63.333252,0.23284283,Walk,Right,Run,455,1
72,START / RUN RIGHT,1,770.91656,7.583313,70.916565,0.26072267,Walk,Right,Run,455,1
73,START / RUN RIGHT,1,778.4999,7.583313,78.49988,0.2886025,Walk,Right,Run,455,1
74,START / RUN RIGHT,1,786.0832,7.583313,86.08319,0.3164823,Walk,Right,Run,455,1
75,START / RUN RIGHT,1,793.6665,7.583313,93.666504,0.34436214,Walk,Right,Run,455,1
76,START / RUN RIGHT,1,801.2498,7.583313,101.24982,0.37224197,Walk,Right,Run,455,1
77,START / RUN RIGHT,1,808.8331,7.583313,108.83313,0.4001218,Walk,Right,Run,455,1
78,START / RUN RIGHT,1,816.41644,7.583313,116.41644,0.42800164,Walk,Right,Run,455,1
79,START / RUN RIGHT,1,823.99976,7.583313,123.999756,0.45588145,Walk,Right,Run,455,1
80,START / RUN RIGHT,1,831.58307,7.583313,131.58307,0.48376128,Walk,Right,Run,455,1
81,START / RUN RIGHT,1,839.1664,7.583313,139.16638,0.5116411,Walk,Right,Run,455,1
82,START / RUN RIGHT,1,846.7497,7.583313,146.7497,0.5395209,Walk,Right,Run,455,1
83,START / RUN RIGHT,1,854.333,7.583313,154.33301,0.56740075,Walk,Right,Run,455,1
84,START / RUN RIGHT,1,861.9163,7.583313,161.91632,0.5952806,Walk,Right,Run,455,1
85,START / RUN RIGHT,1,869.49963,7.583313,169.49963,0.6231604,Walk,Right,Run,455,1
86,START / RUN RIGHT,1,877.08295,7.583313,177.08295,0.65104026,Walk,Right,Run,455,1
87,START / RUN RIGHT,1,884.66626,7.583313,184.66626,0.6789201,Walk,Right,Run,455,1
88,START / RUN RIGHT,1,892.2496,7.583313,192.24957,0.7067999,Walk,Right,Run,455,1
89,START / RUN RIGHT,1,899.8329,7.583313,199.83289,0.7346797,Walk,Right,Run,455,1
90,START / RUN RIGHT,1,907.4162,7.583313,207.4162,0.76255953,Walk,Right,Run,455,1
91,START / RUN RIGHT,1,914.9995,7.583313,214.99951,0.79043937,Walk,Right,Run,455,1
92,START / RUN RIGHT,1,922.5828,7.583313,222.58282,0.8183192,Walk,Right,Run,455,1
93,START / RUN RIGHT,1,930.16614,7.583313,230.16614,0.84619904,Walk,Right,Run,455,1
94,START / RUN RIGHT,1,937.74945,7.583313,237.74945,0.87407887,Walk,Right,Run,455,1
95,START / RUN RIGHT,1,945.33276,7.583313,245.33276,0.9019587,Walk,Right,Run,455,1
96,START / RUN RIGHT,1,952.9161,7.583313,252.91608,0.92983854,Walk,Right,Run,455,1
97,START / RUN RIGHT,1,960.4994,7.583313,260.4994,0.9577184,Walk,Right,Run,455,1
98,START / RUN RIGHT,1,968.0827,7.583313,268.0827,0.98559815,Walk,Right,Run,455,1
99,START / RUN RIGHT,1,975.666,7.583313,275.66602,0.013478041,Walk,Right,Run,455,1
100,START / RUN RIGHT,1,983.2493,7.583313,283.24933,0.041357875,Walk,Right,Run,455,1
101,START / RUN RIGHT,1,990.83264,7.583313,290.83264,0.06923771,Walk,Right,Run,455,1
102,START / RUN RIGHT,1,998.41595,7.583313,298.41595,0.097117424,Walk,Right,Run,455,1
103,START / RUN RIGHT,1,1005.99927,7.583313,305.99927,0.12499726,Walk,Right,Run,455,1
104,START / RUN RIGHT,1,1013.5826,7.583313,313.58258,0.15287709,Walk,Right,Run,455,1
105,START / RUN RIGHT,1,1021.1659,7.583313,321.1659,0.18075693,Walk,Right,Run,455,1
106,START / RUN RIGHT,1,1028.7493,7.583374,328.74927,0.208637,Walk,Right,Run,455,1
107,START / RUN RIGHT,1,1036.3326,7.583374,336.33264,0.23651707,Walk,Right,Run,455,1
108,START / RUN RIGHT,1,1043.916,7.583374,343.91602,0.26439714,Walk,Right,Run,455,1
109,START / RUN RIGHT,1,1051.4994,7.583374,351.4994,0.29227722,Walk,Right,Run,455,1
110,START / RUN RIGHT,1,1059.0828,7.583374,359.08276,0.32015717,Walk,Right,Run,455,1
111,START / RUN RIGHT,1,1066.6661,7.583374,366.66614,0.34803724,Walk,Right,Run,455,1
112,START / RUN RIGHT,1,1074.2495,7.583374,374.2495,0.37591732,Walk,Right,Run,455,1
113,START / RUN RIGHT,1,1081.8329,7.583374,381.8329,0.4037974,Walk,Right,Run,455,1
114,START / RUN RIGHT,1,1089.4163,7.583374,389.41626,0.43167746,Walk,Right,Run,455,1
115,START / RUN RIGHT,1,1096.9996,7.583374,396.99963,0.45955753,Walk,Right,Run,455,1
116,START / RUN RIGHT,1,1104.583,7.583374,404.583,0.4874375,Walk,Right,Run,455,1
117,START / RUN RIGHT,1,1112.1664,7.583374,412.16638,0.51531756,Walk,Right,Run,455,1
118,START / RUN RIGHT,1,1119.7498,7.583374,419.74976,0.54319763,Walk,Right,Run,455,1
119,START / RUN RIGHT,1,1127.3331,7.583374,427.33313,0.5710777,Walk,Right,Run,455,1
120,START / RUN RIGHT,1,1134.9165,7.583374,434.9165,0.5989578,Walk,Right,Run,455,1
121,START / RUN RIGHT,1,1142.4999,7.583374,442.49988,0.62683773,Walk,Right,Run,455,1
122,START / RUN RIGHT,1,1150.0833,7.583374,450.08325,0.6547178,Walk,Right,Run,455,1
123,START / RUN RIGHT,1,1157.6666,7.583374,457.66663,0.6825979,Walk,Right,Run,455,1
124,START / RUN RIGHT,1,1165.25,7.583374,465.25,0.71047795,Walk,Right,Run,455,1
125,START / RUN RIGHT,1,1172.8334,7.583374,472.83337,0.738358,Walk,Right,Run,455,1
126,START / RUN RIGHT,1,1180.4167,7.583374,480.41675,0.7662381,Walk,Right,Run,455,1
127,START / RUN RIGHT,1,1188.0001,7.583374,488.00012,0.79411805,Walk,Right,Run,455,1
128,START / RUN RIGHT,1,1195.5835,7.583374,495.5835,0.8219981,Walk,Right,Run,455,1
129,START / RUN RIGHT,1,1203.1669,7.583374,503.16687,0.8498782,Walk,Right,Run,455,1
130,START / RUN RIGHT,1,1210.7502,7.583374,510.75024,0.87775826,Walk,Right,Run,455,1
131,START / RUN RIGHT,1,1218.3336,7.583374,518.3336,0.90563834,Walk,Right,Run,455,1
132,START / RUN RIGHT,1,1225.917,7.583374,525.917,0.9335184,Walk,Right,Run,455,1
133,START / RUN RIGHT,1,1233.5004,7.583374,533.50037,0.96139836,Walk,Right,Run,455,1
134,START / RUN RIGHT,1,1241.0837,7.583374,541.08374,0.98927844,Walk,Right,Run,455,1
135,START / RUN RIGHT,1,1248.6671,7.583374,548.6671,0.017158508,Walk,Right,Run,455,1
136,START / RUN RIGHT,1,1256.2505,7.583374,556.2505,0.04503846,Walk,Right,Run,455,1
137,START / RUN RIGHT,1,1263.8339,7.583374,563.83386,0.07291865,Walk,Right,Run,455,1
138,START / RUN RIGHT,1,1271.4172,7.583374,571.41724,0.10079861,Walk,Right,Run,455,1
139,START / RUN RIGHT,1,1279.0006,7.583374,579.0006,0.1286788,Walk,Right,Run,455,1
140,START / RUN RIGHT,1,1286.584,7.583374,586.584,0.15655875,Walk,Right,Run,455,1
141,START / RUN RIGHT,1,1294.1674,7.583374,594.16736,0.1844387,Walk,Right,Run,455,1
142,START / RUN RIGHT,1,1301.7507,7.583374,601.75073,0.2123189,Walk,Right,Run,455,1
143,START / RUN RIGHT,1,1309.3341,7.583374,609.3341,0.24019885,Walk,Right,Run,455,1
144,START / RUN RIGHT,1,1316.9175,7.583374,616.9175,0.26807904,Walk,Right,Run,455,1
145,START / RUN RIGHT,1,1324.5009,7.583374,624.50085,0.295959,Walk,Right,Run,455,1
146,START / RUN RIGHT,1,1332.0842,7.583374,632.0842,0.3238392,Walk,Right,Run,455,1
147,START / RUN RIGHT,1,1339.6676,7.583374,639.6676,0.35171914,Walk,Right,Run,455,1
148,START / RUN RIGHT,1,1347.251,7.583374,647.251,0.3795991,Walk,Right,Run,455,1
149,START / RUN RIGHT,1,1354.8344,7.583374,654.83435,0.4074793,Walk,Right,Run,455,1
150,START / RUN RIGHT,1,1362.4177,7.583374,662.4177,0.43535924,Walk,Right,Run,455,1
151,START / RUN RIGHT,1,1370.0011,7.583374,670.0011,0.46323943,Walk,Right,Run,455,1
152,START / RUN RIGHT,1,1377.5845,7.583374,677.5845,0.49111938,Walk,Right,Run,455,1
153,START / RUN RIGHT,1,1385.1678,7.583374,685.16785,0.51899934,Walk,Right,Run,455,1
154,START / RUN RIGHT,1,1392.7512,7.583374,692.7512,0.54687953,Walk,Right,Run,455,1
155,START / RUN RIGHT,1,1400.3346,7.583374,700.3346,0.5747595,Walk,Right,Run,455,1
156,START / RUN RIGHT,1,1407.918,7.583374,707.91797,0.6026397,Walk,Right,Run,455,1
157,START / RUN RIGHT,1,1415.5013,7.583374,715.50134,0.6305196,Walk,Right,Run,455,1
158,START / RUN RIGHT,1,1423.0847,7.583374,723.0847,0.6583996,Walk,Right,Run,455,1
159,START / RUN RIGHT,1,1430.6681,7.583374,730.6681,0.6862798,Walk,Right,Run,455,1
160,START / RUN RIGHT,1,1438.2515,7.583374,738.25146,0.7141597,Walk,Right,Run,455,1
161,START / RUN RIGHT,1,1445.8348,7.583374,745.83484,0.7420399,Walk,Right,Run,455,1
162,START / RUN RIGHT,1,1453.4182,7.583374,753.4182,0.7699199,Walk,Right,Run,455,1
163,START / RUN RIGHT,1,1461.0016,7.583374,761.0016,0.79780006,Walk,Right,Run,455,1
164,START / RUN RIGHT,1,1468.585,7.583374,768.58496,0.82568,Walk,Right,Run,455,1
165,START / RUN RIGHT,1,1476.1683,7.583374,776.16833,0.85356,Walk,Right,Run,455,1
166,START / RUN RIGHT,1,1483.7517,7.583374,783.7517,0.88144016,Walk,Right,Run,455,1
167,START / RUN RIGHT,1,1491.3351,7.583374,791.3351,0.9093201,Walk,Right,Run,455,1
168,START / RUN RIGHT,1,1498.9185,7.583374,798.91846,0.9372003,Walk,Right,Run,455,1
169,START / RUN RIGHT,1,1506.5018,7.583374,806.50183,0.96508026,Walk,Right,Run,455,1
170,START / RUN RIGHT,1,1514.0852,7.583374,814.0852,0.9929602,Walk,Right,Run,455,1
171,START / RUN RIGHT,1,1521.6686,7.583374,821.6686,0.020840406,Walk,Right,Run,455,1
172,START / RUN RIGHT,1,1529.252,7.583374,829.25195,0.04872036,Walk,Right,Run,455,1
173,START / RUN RIGHT,1,1536.8353,7.583374,836.8353,0.07660055,Walk,Right,Run,455,1
174,START / RUN RIGHT,1,1544.4187,7.583374,844.4187,0.104480505,Walk,Right,Run,455,1
175,START / RUN RIGHT,1,1552.0021,7.583374,852.0021,0.13236046,Walk,Right,Run,455,1
176,START / RUN RIGHT,1,1559.5854,7.583374,859.58545,0.16024065,Walk,Right,Run,455,1
177,START / RUN RIGHT,1,1567.1688,7.583374,867.1688,0.1881206,Walk,Right,Run,455,1
178,START / RUN RIGHT,1,1574.7522,7.583374,874.7522,0.2160008,Walk,Right,Run,455,1
179,START / RUN RIGHT,1,1582.3356,7.583374,882.3356,0.24388075,Walk,Right,Run,455,1
180,STOP,0,1588.8634,6.527832,888.8634,0.2678802,Walk,Right,Run,391.66666,0.8608058
181,STOP,0,1594.3356,5.472168,894.3356,0.28799844,Walk,Right,Run,328.3333,0.7216117
182,STOP,0,1598.7522,4.416626,898.7522,0.30423594,Walk,Right,Run,264.99997,0.5824175
183,STOP,0,1602.1133,3.361084,902.1133,0.31659293,Walk,Right,Run,201.66663,0.44322336
184,STOP,0,1604.4188,2.305542,904.4188,0.3250692,Walk,Right,Run,138.33328,0.3040292
185,STOP,0,1605.6688,1.25,905.6688,0.3296647,Walk,Right,Run,74.99995,0.16483505
186,STOP,0,1605.8633,0.19445801,905.8633,0.33037972,Walk,Right,Run,11.666611,0.025640903
187,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
188,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
189,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
190,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
191,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
192,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
193,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
194,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
195,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
196,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
197,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
198,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
199,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
200,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
201,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
202,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
203,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
204,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
205,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
206,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
207,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
208,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
209,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
210,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
211,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
212,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
213,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
214,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
215,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
216,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
217,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
218,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
219,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
220,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
221,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
222,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
223,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
224,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
225,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
226,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
227,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
228,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
229,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
230,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
231,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
232,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
233,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
234,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
235,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
236,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
237,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
238,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
239,STOP,0,1605.8633,0,905.8633,0.33037972,Idle,Right,Run,0,0
240,START / RUN LEFT,-1,1604.9467,-0.916626,906.7799,0.33374977,Walk,Left,Run,-55.000004,0.12087913
241,START / RUN LEFT,-1,1603.1133,-1.833374,908.6133,0.3404901,Walk,Left,Run,-110.00001,0.24175826
242,START / RUN LEFT,-1,1600.3633,-2.75,911.3633,0.35060024,Walk,Left,Run,-165.00002,0.3626374
243,START / RUN LEFT,-1,1596.6967,-3.666626,915.0299,0.36408043,Walk,Left,Run,-220.00002,0.4835165
244,START / RUN LEFT,-1,1592.1133,-4.583374,919.6133,0.38093114,Walk,Left,Run,-275.00003,0.6043957
245,START / RUN LEFT,-1,1586.6133,-5.5,925.1133,0.40115166,Walk,Left,Run,-330.00003,0.7252748
246,START / RUN LEFT,-1,1580.1967,-6.416626,931.5299,0.42474222,Walk,Left,Run,-385.00003,0.8461539
247,START / RUN LEFT,-1,1572.8633,-7.333374,938.8633,0.4517033,Walk,Left,Run,-440.00003,0.967033
248,START / RUN LEFT,-1,1565.2799,-7.583374,946.44666,0.47958326,Walk,Left,Run,-455,1
249,START / RUN LEFT,-1,1557.6965,-7.583374,954.03,0.50746346,Walk,Left,Run,-455,1
250,START / RUN LEFT,-1,1550.1132,-7.583374,961.6134,0.5353434,Walk,Left,Run,-455,1
251,START / RUN LEFT,-1,1542.5298,-7.583374,969.1968,0.56322336,Walk,Left,Run,-455,1
252,START / RUN LEFT,-1,1534.9464,-7.583374,976.78015,0.59110355,Walk,Left,Run,-455,1
253,START / RUN LEFT,-1,1527.363,-7.583374,984.3635,0.6189835,Walk,Left,Run,-455,1
254,START / RUN LEFT,-1,1519.7797,-7.583374,991.9469,0.6468637,Walk,Left,Run,-455,1
255,START / RUN LEFT,-1,1512.1963,-7.583374,999.5303,0.67474365,Walk,Left,Run,-455,1
256,START / RUN LEFT,-1,1504.6129,-7.583374,1007.11365,0.7026236,Walk,Left,Run,-455,1
257,START / RUN LEFT,-1,1497.0295,-7.583374,1014.697,0.7305038,Walk,Left,Run,-455,1
258,START / RUN LEFT,-1,1489.4462,-7.583374,1022.2804,0.75838375,Walk,Left,Run,-455,1
259,START / RUN LEFT,-1,1481.8628,-7.583374,1029.8638,0.78626394,Walk,Left,Run,-455,1
260,START / RUN LEFT,-1,1474.2794,-7.583374,1037.4471,0.8141439,Walk,Left,Run,-455,1
261,START / RUN LEFT,-1,1466.696,-7.583374,1045.0305,0.84202385,Walk,Left,Run,-455,1
262,START / RUN LEFT,-1,1459.1127,-7.583374,1052.6139,0.86990404,Walk,Left,Run,-455,1
263,START / RUN LEFT,-1,1451.5293,-7.583374,1060.1973,0.897784,Walk,Left,Run,-455,1
264,START / RUN LEFT,-1,1443.9459,-7.583374,1067.7806,0.9256642,Walk,Left,Run,-455,1
265,START / RUN LEFT,-1,1436.3625,-7.583374,1075.364,0.95354414,Walk,Left,Run,-455,1
266,START / RUN LEFT,-1,1428.7792,-7.583374,1082.9474,0.98142433,Walk,Left,Run,-455,1
267,START / RUN LEFT,-1,1421.1958,-7.583374,1090.5308,0.009304047,Walk,Left,Run,-455,1
268,START / RUN LEFT,-1,1413.6124,-7.583374,1098.1141,0.03718424,Walk,Left,Run,-455,1
269,START / RUN LEFT,-1,1406.029,-7.583374,1105.6975,0.06506443,Walk,Left,Run,-455,1
270,START / RUN LEFT,-1,1398.4457,-7.583374,1113.2809,0.09294462,Walk,Left,Run,-455,1
271,START / RUN LEFT,-1,1390.8623,-7.583374,1120.8643,0.12082434,Walk,Left,Run,-455,1
272,START / RUN LEFT,-1,1383.2789,-7.583374,1128.4476,0.14870453,Walk,Left,Run,-455,1
273,START / RUN LEFT,-1,1375.6956,-7.583374,1136.031,0.17658472,Walk,Left,Run,-455,1
274,START / RUN LEFT,-1,1368.1122,-7.583374,1143.6144,0.20446444,Walk,Left,Run,-455,1
275,START / RUN LEFT,-1,1360.5288,-7.583374,1151.1978,0.23234463,Walk,Left,Run,-455,1
276,START / RUN LEFT,-1,1352.9454,-7.583374,1158.7811,0.26022482,Walk,Left,Run,-455,1
