tick,segment,input,x,delta_x,stride_distance,phase,action,facing,gait,velocity_x,speed_ratio
535,STOP,0,1552.3352,0,2664.0645,0.79435444,Idle,Right,Run,0,0
536,STOP,0,1552.3352,0,2664.0645,0.79435444,Idle,Right,Run,0,0
537,STOP,0,1552.3352,0,2664.0645,0.79435444,Idle,Right,Run,0,0
538,STOP,0,1552.3352,0,2664.0645,0.79435444,Idle,Right,Run,0,0
539,STOP,0,1552.3352,0,2664.0645,0.79435444,Idle,Right,Run,0,0
540,START / RUN LEFT,-1,1551.4186,-0.916626,2664.981,0.79772377,Walk,Left,Run,-55.000004,0.12087913
541,START / RUN LEFT,-1,1549.5852,-1.833374,2666.8145,0.8044653,Walk,Left,Run,-110.00001,0.24175826
542,START / RUN LEFT,-1,1546.8352,-2.75,2669.5645,0.8145752,Walk,Left,Run,-165.00002,0.3626374
543,START / RUN LEFT,-1,1543.1686,-3.666626,2673.231,0.8280554,Walk,Left,Run,-220.00002,0.4835165
544,START / RUN LEFT,-1,1538.5852,-4.583374,2677.8145,0.84490585,Walk,Left,Run,-275.00003,0.6043957
545,START / RUN LEFT,-1,1533.0852,-5.5,2683.3145,0.8651266,Walk,Left,Run,-330.00003,0.7252748
546,START / RUN LEFT,-1,1526.6686,-6.416626,2689.731,0.8887167,Walk,Left,Run,-385.00003,0.8461539
547,START / RUN LEFT,-1,1519.3352,-7.333374,2697.0645,0.915678,Walk,Left,Run,-440.00003,0.967033
548,START / RUN LEFT,-1,1511.7518,-7.583374,2704.648,0.9435587,Walk,Left,Run,-455,1
549,START / RUN LEFT,-1,1504.1685,-7.583374,2712.2314,0.97143936,Walk,Left,Run,-455,1
550,START / RUN LEFT,-1,1496.5851,-7.583374,2719.815,0.99932003,Walk,Left,Run,-455,1
551,START / RUN LEFT,-1,1489.0017,-7.583374,2727.3984,0.027199745,Walk,Left,Run,-455,1
552,START / RUN LEFT,-1,1481.4183,-7.583374,2734.982,0.055080414,Walk,Left,Run,-455,1
553,START / RUN LEFT,-1,1473.835,-7.583374,2742.5654,0.08296108,Walk,Left,Run,-455,1
554,START / RUN LEFT,-1,1466.2516,-7.583374,2750.149,0.11084175,Walk,Left,Run,-455,1
555,START / RUN LEFT,-1,1458.6682,-7.583374,2757.7324,0.13872242,Walk,Left,Run,-455,1
556,START / RUN LEFT,-1,1451.0848,-7.583374,2765.316,0.16660309,Walk,Left,Run,-455,1
557,START / RUN LEFT,-1,1443.5015,-7.583374,2772.8994,0.1944828,Walk,Left,Run,-455,1
558,START / RUN LEFT,-1,1435.9181,-7.583374,2780.483,0.22236347,Walk,Left,Run,-455,1
559,START / RUN LEFT,-1,1428.3347,-7.583374,2788.0664,0.25024414,Walk,Left,Run,-455,1
560,START / RUN LEFT,-1,1420.7513,-7.583374,2795.65,0.2781248,Walk,Left,Run,-455,1
561,START / RUN LEFT,-1,1413.168,-7.583374,2803.2334,0.30600548,Walk,Left,Run,-455,1
562,START / RUN LEFT,-1,1405.5846,-7.583374,2810.817,0.3338852,Walk,Left,Run,-455,1
563,START / RUN LEFT,-1,1398.0012,-7.583374,2818.4004,0.36176586,Walk,Left,Run,-455,1
564,START / RUN LEFT,-1,1390.4178,-7.583374,2825.984,0.38964653,Walk,Left,Run,-455,1
565,START / RUN LEFT,-1,1382.8345,-7.583374,2833.5674,0.4175272,Walk,Left,Run,-455,1
566,START / RUN LEFT,-1,1375.2511,-7.583374,2841.151,0.44540787,Walk,Left,Run,-455,1
567,START / RUN LEFT,-1,1367.6677,-7.583374,2848.7344,0.47328854,Walk,Left,Run,-455,1
568,START / RUN LEFT,-1,1360.0844,-7.583374,2856.3179,0.50116825,Walk,Left,Run,-455,1
569,START / RUN LEFT,-1,1352.501,-7.583374,2863.9014,0.5290489,Walk,Left,Run,-455,1
570,START / RUN LEFT,-1,1344.9176,-7.583374,2871.4849,0.5569296,Walk,Left,Run,-455,1
571,START / RUN LEFT,-1,1337.3342,-7.583374,2879.0684,0.58481026,Walk,Left,Run,-455,1
572,START / RUN LEFT,-1,1329.7509,-7.583374,2886.6519,0.6126909,Walk,Left,Run,-455,1
573,START / RUN LEFT,-1,1322.1675,-7.583374,2894.2354,0.6405716,Walk,Left,Run,-455,1
574,START / RUN LEFT,-1,1314.5841,-7.583374,2901.8188,0.6684513,Walk,Left,Run,-455,1
575,START / RUN LEFT,-1,1307.0007,-7.583374,2909.4023,0.696332,Walk,Left,Run,-455,1
576,START / RUN LEFT,-1,1299.4174,-7.583374,2916.9858,0.72421265,Walk,Left,Run,-455,1
577,START / RUN LEFT,-1,1291.834,-7.583374,2924.5693,0.7520933,Walk,Left,Run,-455,1
578,START / RUN LEFT,-1,1284.2506,-7.583374,2932.1528,0.779974,Walk,Left,Run,-455,1
579,START / RUN LEFT,-1,1276.6672,-7.583374,2939.7363,0.8078537,Walk,Left,Run,-455,1
580,START / RUN LEFT,-1,1269.0839,-7.583374,2947.3198,0.83573437,Walk,Left,Run,-455,1
581,START / RUN LEFT,-1,1261.5005,-7.583374,2954.9033,0.86361504,Walk,Left,Run,-455,1
582,START / RUN LEFT,-1,1253.9171,-7.583374,2962.4868,0.8914957,Walk,Left,Run,-455,1
583,START / RUN LEFT,-1,1246.3337,-7.583374,2970.0703,0.9193764,Walk,Left,Run,-455,1
584,START / RUN LEFT,-1,1238.7504,-7.583374,2977.6538,0.94725704,Walk,Left,Run,-455,1
585,START / RUN LEFT,-1,1231.167,-7.583374,2985.2373,0.97513676,Walk,Left,Run,-455,1
586,START / RUN LEFT,-1,1223.5836,-7.583374,2992.8208,0.0030174255,Walk,Left,Run,-455,1
587,START / RUN LEFT,-1,1216.0002,-7.583374,3000.4043,0.030898094,Walk,Left,Run,-455,1
588,START / RUN LEFT,-1,1208.4169,-7.583374,3007.9878,0.058778763,Walk,Left,Run,-455,1
589,START / RUN LEFT,-1,1200.8335,-7.583374,3015.5713,0.08665943,Walk,Left,Run,-455,1
590,START / RUN LEFT,-1,1193.2501,-7.583374,3023.1548,0.1145401,Walk,Left,Run,-455,1
591,START / RUN LEFT,-1,1185.6667,-7.583374,3030.7383,0.14241982,Walk,Left,Run,-455,1
592,START / RUN LEFT,-1,1178.0834,-7.583374,3038.3218,0.17030048,Walk,Left,Run,-455,1
593,START / RUN LEFT,-1,1170.5,-7.583374,3045.9053,0.19818115,Walk,Left,Run,-455,1
594,START / RUN LEFT,-1,1162.9166,-7.583374,3053.4888,0.22606182,Walk,Left,Run,-455,1
595,START / RUN LEFT,-1,1155.3333,-7.583374,3061.0723,0.2539425,Walk,Left,Run,-455,1
596,START / RUN LEFT,-1,1147.7499,-7.583374,3068.6558,0.2818222,Walk,Left,Run,-455,1
597,START / RUN LEFT,-1,1140.1665,-7.583374,3076.2393,0.30970287,Walk,Left,Run,-455,1
598,START / RUN LEFT,-1,1132.5831,-7.583374,3083.8228,0.33758354,Walk,Left,Run,-455,1
599,START / RUN LEFT,-1,1124.9998,-7.583374,3091.4063,0.3654642,Walk,Left,Run,-455,1
600,START / RUN LEFT,-1,1117.4164,-7.583374,3098.9897,0.39334488,Walk,Left,Run,-455,1
601,START / RUN LEFT,-1,1109.833,-7.583374,3106.5732,0.42122555,Walk,Left,Run,-455,1
602,START / RUN LEFT,-1,1102.2496,-7.583374,3114.1567,0.44910526,Walk,Left,Run,-455,1
603,START / RUN LEFT,-1,1094.6663,-7.583374,3121.7402,0.47698593,Walk,Left,Run,-455,1
604,START / RUN LEFT,-1,1087.0829,-7.583374,3129.3237,0.5048666,Walk,Left,Run,-455,1
605,START / RUN LEFT,-1,1079.4995,-7.583374,3136.9072,0.53274727,Walk,Left,Run,-455,1
606,START / RUN LEFT,-1,1071.9161,-7.583374,3144.4907,0.56062794,Walk,Left,Run,-455,1
607,START / RUN LEFT,-1,1064.3328,-7.583374,3152.0742,0.5885086,Walk,Left,Run,-455,1
608,START / RUN LEFT,-1,1056.7494,-7.583374,3159.6577,0.6163883,Walk,Left,Run,-455,1
609,START / RUN LEFT,-1,1049.166,-7.583374,3167.2412,0.644269,Walk,Left,Run,-455,1
610,START / RUN LEFT,-1,1041.5826,-7.583374,3174.8247,0.67214966,Walk,Left,Run,-455,1
611,START / RUN LEFT,-1,1033.9993,-7.583374,3182.4082,0.7000303,Walk,Left,Run,-455,1
612,START / RUN LEFT,-1,1026.4159,-7.583374,3189.9917,0.727911,Walk,Left,Run,-455,1
613,START / RUN LEFT,-1,1018.8326,-7.583313,3197.575,0.7557907,Walk,Left,Run,-455,1
614,START / RUN LEFT,-1,1011.24927,-7.583313,3205.1582,0.7836695,Walk,Left,Run,-455,1
615,START / RUN LEFT,-1,1003.66595,-7.583313,3212.7415,0.8115492,Walk,Left,Run,-455,1
616,START / RUN LEFT,-1,996.08264,-7.583313,3220.3247,0.8394289,Walk,Left,Run,-455,1
617,START / RUN LEFT,-1,988.4993,-7.583313,3227.908,0.8673086,Walk,Left,Run,-455,1
618,START / RUN LEFT,-1,980.916,-7.583313,3235.4912,0.89518833,Walk,Left,Run,-455,1
619,START / RUN LEFT,-1,973.3327,-7.583313,3243.0745,0.92306805,Walk,Left,Run,-455,1
620,START / RUN LEFT,-1,965.7494,-7.583313,3250.6577,0.95094776,Walk,Left,Run,-455,1
621,START / RUN LEFT,-1,958.1661,-7.583313,3258.241,0.9788275,Walk,Left,Run,-455,1
622,START / RUN LEFT,-1,950.58276,-7.583313,3265.8242,0.006706238,Walk,Left,Run,-455,1
623,START / RUN LEFT,-1,942.99945,-7.583313,3273.4075,0.034585953,Walk,Left,Run,-455,1
624,START / RUN LEFT,-1,935.41614,-7.583313,3280.9907,0.062465668,Walk,Left,Run,-455,1
625,START / RUN LEFT,-1,927.8328,-7.583313,3288.574,0.09034538,Walk,Left,Run,-455,1
626,START / RUN LEFT,-1,920.2495,-7.583313,3296.1572,0.1182251,Walk,Left,Run,-455,1
627,START / RUN LEFT,-1,912.6662,-7.583313,3303.7405,0.14610481,Walk,Left,Run,-455,1
628,START / RUN LEFT,-1,905.0829,-7.583313,3311.3237,0.17398453,Walk,Left,Run,-455,1
629,START / RUN LEFT,-1,897.4996,-7.583313,3318.907,0.20186424,Walk,Left,Run,-455,1
630,START / RUN LEFT,-1,889.91626,-7.583313,3326.4902,0.22974396,Walk,Left,Run,-455,1
631,START / RUN LEFT,-1,882.33295,-7.583313,3334.0735,0.25762272,Walk,Left,Run,-455,1
632,START / RUN LEFT,-1,874.74963,-7.583313,3341.6567,0.28550243,Walk,Left,Run,-455,1
633,START / RUN LEFT,-1,867.1663,-7.583313,3349.24,0.31338215,Walk,Left,Run,-455,1
634,START / RUN LEFT,-1,859.583,-7.583313,3356.8232,0.34126186,Walk,Left,Run,-455,1
635,START / RUN LEFT,-1,851.9997,-7.583313,3364.4065,0.36914158,Walk,Left,Run,-455,1
636,START / RUN LEFT,-1,844.4164,-7.583313,3371.9897,0.3970213,Walk,Left,Run,-455,1
637,START / RUN LEFT,-1,836.83307,-7.583313,3379.573,0.424901,Walk,Left,Run,-455,1
638,START / RUN LEFT,-1,829.24976,-7.583313,3387.1563,0.45278072,Walk,Left,Run,-455,1
639,START / RUN LEFT,-1,821.66644,-7.583313,3394.7395,0.48065948,Walk,Left,Run,-455,1
640,START / RUN LEFT,-1,814.0831,-7.583313,3402.3228,0.5085392,Walk,Left,Run,-455,1
641,START / RUN LEFT,-1,806.4998,-7.583313,3409.906,0.5364189,Walk,Left,Run,-455,1
642,START / RUN LEFT,-1,798.9165,-7.583313,3417.4893,0.5642986,Walk,Left,Run,-455,1
643,START / RUN LEFT,-1,791.3332,-7.583313,3425.0725,0.59217834,Walk,Left,Run,-455,1
644,START / RUN LEFT,-1,783.7499,-7.583313,3432.6558,0.62005806,Walk,Left,Run,-455,1
645,START / RUN LEFT,-1,776.16656,-7.583313,3440.239,0.6479378,Walk,Left,Run,-455,1
646,START / RUN LEFT,-1,768.58325,-7.583313,3447.8223,0.6758175,Walk,Left,Run,-455,1
647,START / RUN LEFT,-1,760.99994,-7.583313,3455.4055,0.7036972,Walk,Left,Run,-455,1
648,START / RUN LEFT,-1,753.4166,-7.583313,3462.9888,0.73157597,Walk,Left,Run,-455,1
649,START / RUN LEFT,-1,745.8333,-7.583313,3470.572,0.7594557,Walk,Left,Run,-455,1
650,START / RUN LEFT,-1,738.25,-7.583313,3478.1553,0.7873354,Walk,Left,Run,-455,1
651,START / RUN LEFT,-1,730.6667,-7.583313,3485.7385,0.8152151,Walk,Left,Run,-455,1
652,START / RUN LEFT,-1,723.0834,-7.583313,3493.3218,0.8430948,Walk,Left,Run,-455,1
653,START / RUN LEFT,-1,715.50006,-7.583313,3500.905,0.87097454,Walk,Left,Run,-455,1
654,START / RUN LEFT,-1,707.91675,-7.583313,3508.4883,0.89885426,Walk,Left,Run,-455,1
655,START / RUN LEFT,-1,700.33344,-7.583313,3516.0715,0.926734,Walk,Left,Run,-455,1
656,START / RUN LEFT,-1,692.7501,-7.583313,3523.6548,0.95461273,Walk,Left,Run,-455,1
657,START / RUN LEFT,-1,685.1668,-7.583313,3531.238,0.98249245,Walk,Left,Run,-455,1
658,START / RUN LEFT,-1,677.5835,-7.583313,3538.8213,0.010372162,Walk,Left,Run,-455,1
659,START / RUN LEFT,-1,670.0002,-7.583313,3546.4045,0.038251877,Walk,Left,Run,-455,1
660,FINAL STOP,0,663.4724,-6.527771,3552.9324,0.06225109,Walk,Left,Run,-391.66666,0.8608058
661,FINAL STOP,0,658.0002,-5.472229,3558.4045,0.082369804,Walk,Left,Run,-328.3333,0.7216117
662,FINAL STOP,0,653.5835,-4.416687,3562.8213,0.09860802,Walk,Left,Run,-264.99997,0.5824175
663,FINAL STOP,0,650.2224,-3.361084,3566.1824,0.110964775,Walk,Left,Run,-201.66663,0.44322336
664,FINAL STOP,0,647.9169,-2.305542,3568.4878,0.11944008,Walk,Left,Run,-138.33328,0.3040292
665,FINAL STOP,0,646.6669,-1.25,3569.7378,0.124035835,Walk,Left,Run,-74.99995,0.16483505
666,FINAL STOP,0,646.4724,-0.19445801,3569.9321,0.12475014,Walk,Left,Run,-11.666611,0.025640903
667,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
668,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
669,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
670,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
671,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
672,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
673,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
674,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
675,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
676,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
677,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
678,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
679,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
680,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
681,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
682,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
683,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
684,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
685,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
686,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
687,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
688,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
689,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
690,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
691,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
692,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
693,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
694,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
695,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
696,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
697,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
698,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
699,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
700,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
701,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
702,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
703,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
704,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
705,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
706,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
707,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
708,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
709,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
710,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
711,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
712,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
713,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
714,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
715,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
716,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
717,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
718,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
719,FINAL STOP,0,646.4724,0,3569.9321,0.12475014,Idle,Left,Run,0,0
